(0.0, ((5045.0, 5706.0), (4863.0, 5723.0), (4951.0, 5581.0)))
(0.0, ((5734.0, 1127.0), (5985.0, 1060.0), (5901.0, 1037.0)))
(0.0, ((8133.0, 6280.0), (8340.0, 6095.0), (8077.0, 6138.0)))
(0.0, ((1518.0, 3360.0), (1237.0, 3113.0), (1186.0, 3440.0)))
(0.0, ((5006.0, 6145.0), (5235.0, 6389.0), (5282.0, 6236.0)))
(0.0, ((5140.0, 5832.0), (5006.0, 6145.0), (5235.0, 5957.0)))
(0.0, ((8914.0, 6565.0), (8782.0, 6379.0), (8775.0, 6636.0)))
(0.0, ((6915.0, 822.0), (7051.0, 1088.0), (6729.0, 870.0)))
(0.0, ((8658.0, 6455.0), (8636.0, 6707.0), (8775.0, 6636.0)))
(0.0, ((4749.0, 6434.0), (5235.0, 6389.0), (5006.0, 6145.0)))
(0.0, ((5140.0, 5832.0), (4775.0, 5865.0), (5006.0, 6145.0)))
(0.0, ((5235.0, 6389.0), (4749.0, 6434.0), (5187.0, 6542.0)))
(0.000142, ((8202.0, 4895.0), (8035.0, 4849.0), (8152.0, 4751.0)))
(0.0, ((4783.0, 6149.0), (4749.0, 6434.0), (5006.0, 6145.0)))
(0.0, ((5156.0, 10519.0), (5578.0, 10532.0), (5499.0, 10330.0)))
(0.0, ((4823.0, 6575.0), (5140.0, 6694.0), (5187.0, 6542.0)))
(0.0, ((5667.0, 7629.0), (5436.0, 7296.0), (5360.0, 7443.0)))
(0.0, ((5329.0, 6083.0), (5006.0, 6145.0), (5282.0, 6236.0)))
(0.0, ((4783.0, 6149.0), (4775.0, 5865.0), (4688.0, 6008.0)))
(0.0, ((5093.0, 6847.0), (4897.0, 6717.0), (4971.0, 6859.0)))
(0.0, ((5140.0, 6694.0), (4897.0, 6717.0), (5093.0, 6847.0)))
